developer,district,unit_type,area_m2,price_qar,status,captured_at,project,sub_area,completion_year,payment_plan_summary,source_url,captured_by,last_verified_at,notes_ar,value_per_m2
Aryan,لوسيل,1BR,86,1150000,ready,2026-05-25,City Avenues,,,أقساط حتى 7 سنوات,,anas,2026-05-25,بالقرب من المول التجاري,
